Site, Site name, Start, End, Lat, Lon
090149, YAMBUK, 1970, 1987, -38.3167, 142.0667
090150, GORAE, 1905, 1921, -38.3000, 141.6000
090151, EDENHOPE (DORODONG), 1938, 1941, -37.3000, 141.0500
090152, SPRINGFIELD, 1891, 1896, -37.9000, 142.3667
090153, CAMPERDOWN  DONALDS HILL, 1957, .., -38.2550, 143.1256
090154, APOLLO BAY (TANYBRYN FARM), 1973, 1975, -38.6833, 143.7167
090155, COBRICO (SUNNYSIDE), 1889, 1894, -38.3500, 142.9667
090156, MOUNY VANDYKE (LYONS), 1888, 1893, -38.0833, 141.4667
090157, BRANXHOLME (CHIRITTA), 1886, 1894, -37.6833, 141.8833
090158, DEANS MARSH, 1906, 1910, -38.3833, 143.9000
090159, PIRRON YALLOCK, 1902, 1907, -38.3500, 143.4333
090160, CARPENDEIT STATE SCHOOL, 1914, 1920, -38.3667, 143.2667
090161, WINCHELSEA BARWON PARK, 1897, 1910, -38.2167, 143.9833
090162, PORTLAND AERO, 1973, 1982, -38.3833, 141.6333
090163, SANDFORD STATION, 1884, 1887, -37.6167, 141.4333
090164, POOLAIJELO (KARINYA), 1974, .., -37.1824, 141.0721
090165, SIMPSON SOUTH, 1968, .., -38.5648, 143.1822
090166, WINCHELSEA SHIRE DEPOT, 1974, 1996, -38.2453, 143.9764
090167, WINCHELSEA (POST OFFICE), 1898, .., -38.2430, 143.9887
090168, LORNE COUNTRY CLUB, 1986, 2007, -38.5256, 143.9722
090169, HAMILTON GODFREY, 1980, 1981, -37.7167, 141.9667
090170, KOLORA (WIRWIN), 1981, .., -38.0926, 142.9597
090171, PORTLAND AIRPORT, 1982, .., -38.3148, 141.4705
090172, WARRNAMBOOL AIRPORT, 1983, 2001, -38.2919, 142.4353
090173, HAMILTON AIRPORT, 1983, .., -37.6486, 142.0636
090174, COLAC (ELLIMINYT), 1983, 1998, -38.3933, 143.5961
090175, PORT FAIRY AWS, 1990, .., -38.3906, 142.2348
090176, MORTLAKE RACECOURSE, 1990, .., -38.0737, 142.7744
090177, POOLAIJELO (DOROTHY DOWNS), 1990, 2001, -37.2561, 141.0944
090178, LANGKOOP (SPRINGDALE), 1990, 2007, -37.1091, 141.0029
090179, BURTONS LOOKOUT, 1990, 2006, -38.4478, 143.5689
090180, AIREYS INLET, 1990, .., -38.4583, 144.0883
090181, CAMPERDOWN, 2003, .., -38.2410, 143.1393
090182, CASTERTON, 2005, .., -37.5830, 141.3339
090183, HAINES JUNCTION (MOUNT SABINE), 1997, .., -38.6286, 143.7306
090184, CAPE NELSON LIGHTHOUSE, 1995, .., -38.4306, 141.5437
090185, LORNE (MOUNT COWLEY), 1997, .., -38.5497, 143.8594
090186, WARRNAMBOOL AIRPORT NDB, 1998, .., -38.2869, 142.4524
090187, BOONAH, 2000, .., -38.4115, 143.9771
090188, BENWERRIN, 2000, .., -38.4831, 143.9142
090189, BARWON DOWNS (GERANGAMETE), 2001, .., -38.4467, 143.7283
090190, BRANXHOLME INVERARY RD, 2004, 2006, -37.8994, 141.8542
090191, PETERBOROUGH (THE LODGE), 1991, .., -38.5834, 142.8666
090192, PORTLAND NTC AWS, 1991, .., -38.3439, 141.6136
090193, WARRNAMBOOL GOLF CLUB, 2004, 2020, -38.3876, 142.4592
090194, DARTMOOR, 2009, .., -37.9222, 141.2614
090195, CAPE OTWAY COMPARISON, 2009, 2012, -38.8556, 143.5128
090196, WARRNAMBOOL RACECOURSE, 2009, .., -38.3821, 142.5084
090197, MOUNT RICHMOND (BLACKS ROAD), 2021, .., -38.1504, 141.3824
090199, TARRINGTON, 2015, .., -37.7942, 142.0940
091000, DELORAINE (ATHOL), 1884, .., -41.5211, 146.7158
091001, BEACONSFIELD (MINE & HERITAGE CENTRE), 1907, .., -41.2019, 146.8148
091002, BLACKWOOD CREEK (KOPANICA), 1955, 2016, -41.7511, 146.8992
091003, NORTHDOWN (BOISDALE), 1945, 1972, -41.2333, 146.5167
091004, BRANXHOLM, 1888, 2018, -41.1672, 147.7417
091005, BRANXHOLM (FORESTRY), 1945, 1946, -41.1667, 147.7333
091006, BRID FARM, 1904, 1953, -41.2000, 147.5000
091007, BRIDPORT POST OFFICE, 1912, 2006, -41.0067, 147.3917
091008, BRIDESTOWE, 1924, 1953, -41.2000, 147.2000
091009, BURNIE (ROUND HILL), 1944, 2018, -41.0661, 145.9431
091010, BURNIE (NO 1), 1884, 1972, -41.0500, 145.9000
091011, CAPE GRIM (WOOLNORTH), 1888, .., -40.6842, 144.7181
091012, CARRICK (PARKWATER), 1942, 1952, -41.5000, 147.0000
091013, CARRICK (OAKS ROAD), 1906, 2002, -41.5433, 146.9933
091014, DERBY (CASCADE DAM), 1936, 1961, -41.2000, 147.8000
091015, CASTRA UPPER, 1945, 1992, -41.3350, 146.1300
091016, CAVESIDE, 1906, 1988, -41.6142, 146.4592
091017, CASTRA CENTRAL, 1887, 1951, -41.3000, 146.1000
091018, CRESSY (COBURG), 1949, 1954, -41.7333, 147.1833
091019, CONNORVILLE (LAKE RIVER), 1924, .., -41.8142, 147.0922
091020, CRESSY POST OFFICE, 1899, 1976, -41.7000, 147.0833
091021, CRESSY HOUSE, 1941, .., -41.6606, 147.1008
091022, CRESSY RESEARCH STATION (MAIN OFFICE), 1939, 2021, -41.7217, 147.0806
091023, RIVERSIDE NORTH (DANBURY PARK), 1947, 1975, -41.3833, 147.0500
091024, DERBY POST OFFICE, 1900, 1998, -41.1450, 147.8000
091025, DEVONPORT HARBOUR MASTER, 1903, 1979, -41.1667, 146.3617
091026, DIDDLEUM PLAINS, 1940, 1981, -41.3167, 147.5000
091027, HAWTHORN (DON), 1951, 1953, -41.1833, 146.3167
091028, DUNNE CREEK, 1936, 1960, -41.2833, 147.7000
091029, DUNORLAN (SHARMANS ROAD), 1939, .., -41.4978, 146.5350
091030, ELLIOTT RESEARCH STATION, 1914, 2010, -41.0828, 145.7725
091031, FOREST (VAN DIEMANS LAND COMPANY), 1933, 1971, -40.8500, 145.2500
091032, EPPING FOREST (FORTON), 1927, .., -41.7247, 147.3208
091033, FRANKFORD (ROSSVILLE), 1893, .., -41.3203, 146.7378
091034, SOUTH FOREST (PLUMMERS ROAD), 1931, .., -40.8842, 145.2161
091035, GLENGARRY (POST OFFICE NO2), 1930, 1949, -41.3333, 146.8667
091036, GLENGARRY (WEST TAMAR), 1899, 1949, -41.3000, 146.9000
091037, GLENGARRY (NO3), 1950, 1993, -41.3450, 146.9483
091038, GOLDEN VALLEY, 1916, 1978, -41.6333, 146.7000
091039, NORTHDOWN (HAMLEY), 1909, .., -41.1839, 146.4817
091040, HAMPSHIRE (NEENA ROAD), 1835, .., -41.2470, 145.7730
091041, HILLWOOD (HILLWOODVILLE), 1930, .., -41.2383, 146.9953
091042, KINDRED (INVERGORDON), 1906, 1970, -41.2167, 146.2333
091043, INVERMAY, 1931, 1949, -41.4000, 147.1500
091044, IRISHTOWN, 1906, .., -40.9136, 145.1450
091045, JETSONVILLE ( MUSKFIELD ), 1916, .., -41.1328, 147.4808
091046, KELSO, 1930, 1981, -41.0833, 146.7333
091047, LAPOINYA (MYALLA), 1917, 1956, -40.9667, 145.5833
091048, LATROBE (COAL HILL ROAD), 1884, 2018, -41.2514, 146.3975
091049, LAUNCESTON (CITY), 1883, 1963, -41.4264, 147.1275
091050, LAUNCESTON (RIFLE RANGE), 1944, 1947, -41.4500, 147.1667
091051, LEFROY, 1913, 1976, -41.1000, 147.0000
091052, LIFFEY, 1915, 1998, -41.6847, 146.8467
091053, LILYDALE POST OFFICE, 1893, .., -41.2500, 147.2169
091054, LONGFORD (DENTON CLOSE), 1886, 2020, -41.5922, 147.1200
091055, LORINNA, 1916, .., -41.5406, 146.1364
091056, LOWANA, 1901, 1946, -41.3000, 146.0000
091057, LOW HEAD (COMPARISON), 1877, 2001, -41.0567, 146.7883
091058, MARRAWAH (STATE SCHOOL), 1906, 1950, -40.9500, 144.7000
091059, MARRAWAH (GLENDONALD), 1931, 1948, -40.9500, 144.7000
091060, MAWBANNA (MAWBANNA ROAD), 1945, .., -40.9050, 145.3492
091061, MEANDER, 1930, .., -41.6489, 146.6144
091062, MELROSE, 1914, 1951, -41.2167, 146.3333
091063, MELROSE (QUARRIES), 1925, 1949, -41.2500, 146.3000
091064, MOINA, 1910, 2012, -41.4842, 146.0747
091065, MOLE CREEK, 1914, 2018, -41.5553, 146.3992
091066, MOORLEAH (PREOLENNA ROAD), 1901, 2004, -40.9936, 145.6114
091067, MOUNT PARIS (DAM), 1936, 1961, -41.2000, 147.8000
091068, MUSSELBORO (APPLICO), 1926, 1966, -41.4500, 147.4333
091069, MYRTLE BANK (LANOMA), 1930, 1984, -41.2667, 147.3500
091070, NABOWLA, 1916, 1982, -41.1667, 147.3667
091071, UPPER NATONE, 1952, 1973, -41.2333, 145.9000
091072, LAUNCESTON (KINGS MEADOWS), 1924, .., -41.4664, 147.1644
091073, SOUTH NIETTA, 1922, 1994, -41.4083, 146.0783
091074, EDITH CREEK, 1924, 2008, -40.9911, 145.0783
091075, NUNAMARA, 1941, 1973, -41.4000, 147.2833
091076, PARKHAM, 1916, 1947, -41.4000, 146.6000
091077, DEDDINGTON (MARATHON), 1920, .., -41.5750, 147.4508
091078, PENGUIN, 1936, 1945, -41.1000, 146.0500
091079, PREOLENNA, 1952, 2001, -41.0867, 145.5517
091080, QUOIBA, 1947, 1990, -41.2083, 146.3467
091081, RAILTON (CEMENT AUSTRALIA), 1916, 2015, -41.3317, 146.4150
091082, REDPA (GREENES ROAD), 1952, .., -40.9272, 144.7489
091083, RIANA (PINE ROAD), 1916, 1998, -41.1964, 145.9997
091084, EVANDALE (RIDGESIDE), 1898, 1957, -41.5000, 147.3000
091085, RIDGLEY, 1909, 2000, -41.1497, 145.8339
091086, RINGAROOMA (MAIN STREET), 1898, .., -41.2439, 147.7353
091087, NEWNHAM (ROCHERLEA), 1893, 1967, -41.3833, 147.1167
091088, ST PATRICKS RIVER (TARGA FARM), 1910, .., -41.3303, 147.3550
091089, SCOTTSDALE, 1886, 1953, -41.1500, 147.5000
091090, SELBOURNE (KIRNBRAE), 1918, .., -41.4475, 146.8744
091091, SHEFFIELD, 1906, 1998, -41.3831, 146.3278
091092, SMITHTON (GRANT STREET), 1911, 1997, -40.8492, 145.1125
091093, SOUTH SPRINGFIELD (SOUTH SPRINGFIELD FOR, 1908, 1982, -41.2667, 147.5000
091094, STANLEY POST OFFICE, 1868, 1999, -40.7642, 145.2944
091095, WINDERMERE (ACACIA HOUSE), 1927, .., -41.3128, 147.0281
091096, WEST TAKONE, 1926, 1967, -41.2000, 145.5000
091097, TAKONE, 1927, 1985, -41.1833, 145.6167
091098, TAYENE, 1941, 1950, -41.3667, 147.4500
091099, TEWKESBURY, 1934, 1995, -41.2314, 145.7061
091100, THREE HUMMOCK ISLAND, 1941, .., -40.4472, 144.8400
091101, TROWUTTA, 1923, 1959, -41.1000, 145.1000
091102, ULVERSTONE (KNIGHTS ROAD), 1889, 2021, -41.1597, 146.1453
091103, WESTBURY (VALLEY VIEW), 1871, 2014, -41.5239, 146.8125
091104, LAUNCESTON AIRPORT COMPARISON, 1931, 2009, -41.5397, 147.2033
091105, WILMOT (BACK ROAD), 1908, .., -41.3697, 146.1719
091106, WOOLMERS SETTLEMENT, 1916, 1960, -41.7000, 147.2000
091107, WYNYARD AIRPORT, 1947, .., -40.9964, 145.7311
091108, WYNYARD STATE SCHOOL, 1906, 1950, -41.0000, 145.7000
091109, YOLLA (SEA VIEW), 1905, .., -41.1415, 145.7061
091110, EIGHTEEN MILE CAMP, 1954, 1968, -40.9667, 144.8833
091111, DEVONPORT, 1953, 1975, -41.1833, 146.3667
091112, WYNYARD (JACKSON STREET), 1960, 1992, -40.9942, 145.7292
091113, NORTH FOREST, 1954, 1954, -40.8333, 145.2167
091114, PARRAWE, 1954, 1956, -41.3000, 145.6000
091115, ROBBINS ISLAND, 1954, 1955, -40.7000, 144.9667
091116, SCOTTSDALE (KRAFT FOODS), 1953, 1971, -41.1500, 147.5167
091117, ARTHUR RIVER, 1957, 1968, -41.0500, 144.6667
091118, EVANDALE (CAMBOCK LANE), 1957, 2021, -41.5664, 147.2444
091119, ERRIBA (CRADLE MOUNTAIN ROAD), 1957, 2000, -41.4506, 146.1089
091120, HUNTER ISLAND, 1917, 1931, -40.6000, 144.7500
091121, WATERHOUSE(BAROOGA), 1959, .., -40.9431, 147.5922
091122, DELORAINE (MERCY COLLEGE), 1962, 1969, -41.5333, 146.6500
091123, LAUNCESTON (MOUNT PLEASANT), 1962, 1989, -41.4667, 147.1500
091124, HUNTER ISLAND (NO2), 1917, 2006, -40.5278, 144.7469
091125, KELLATIER, 1962, 1995, -41.1036, 145.6461
091126, DEVONPORT AIRPORT, 1962, .., -41.1701, 146.4289
091127, BRACKNELL (ELIZABETH STREET), 1962, 2018, -41.6472, 146.9275
091128, MONTAGU (MONTAGU ROAD), 1961, 2016, -40.7769, 144.9585
091129, SOUTH RIANA, 1963, 2006, -41.2500, 145.9639
091130, HAGLEY (FARM SCHOOL), 1963, 1965, -41.5333, 146.8667
091131, MOUNT BARROW, 1961, 1974, -41.4000, 147.4167
091132, BRIDPORT DEVELOPMENT, 1963, 1968, -40.9667, 147.4333
091133, GRAVELLY BEACH, 1908, 1936, -41.2000, 146.9000
091134, GAWLER WEST, 1904, 1942, -41.2000, 146.1000
091135, DETENTION RIVER, 1919, 1980, -40.9000, 145.4833
091136, LYETTA (CLARENCE POINT), 1915, 1940, -41.1000, 146.8000
091137, BLACK RIVER, 1886, 1930, -40.9000, 145.3000
091138, LORINNA (BLACK BLUFF MINE), 1909, 1915, -41.3333, 146.0000
091139, SMITHTON (LEESVILLE), 1934, 1940, -40.8500, 145.1000
091140, PERTH (LEIGHLANDS), 1917, 1928, -41.5500, 147.2000
091141, MOLTEMA, 1915, 1938, -41.4500, 146.6000
091142, LIENA, 1912, 1941, -41.5500, 146.2500
091143, WYNYARD POST OFFICE, 1938, 1948, -41.0000, 145.7000
091144, LIFFEY (GULF ROAD), 1999, 2018, -41.6797, 146.8319
091145, WILMOT (MIDDLESEX PLAINS), 1918, 1946, -41.5500, 146.0000
091146, YONDOVER (TUNNEL), 1915, 1926, -41.2000, 147.2000
091147, WATERHOUSE ISLAND, 1928, 1942, -40.8000, 147.6000
091148, CAPE GRIM RADIATION, 1997, .., -40.6817, 144.6892
091149, KIMBERLEY (SIDING), 1963, .., -41.3969, 146.4975
091150, WESTERN CREEK (SOMER HILL), 1964, .., -41.6419, 146.5244
091151, LIENA (OLD SCHOOL HOUSE), 1922, 2014, -41.5544, 146.2239
091152, BEULAH LOWER, 1964, 1973, -41.4667, 146.4000
091153, BARRINGTON POST OFFICE, 1964, .., -41.3356, 146.2797
091154, SHEFFIELD (CLAUDE ROAD), 1964, 1977, -41.4333, 146.2667
091155, MAWBANNA (FORRES), 1964, 1971, -41.0333, 145.3833
091156, WEETAH (WEETAH ROAD), 1964, .., -41.4717, 146.6456
091157, MAWBANNA, 1964, 1979, -40.9500, 145.3667
091158, MAYBERRY, 1964, 1972, -41.5667, 146.3000
091159, MONTANA, 1964, 1981, -41.6000, 146.5667
091160, NEEDLES, 1964, 1971, -41.5500, 146.5667
091161, PARKHAM (AVENUE ROAD), 1964, .., -41.3886, 146.5861
091162, TROWUTTA (RINGWOOD), 1964, 2002, -41.0436, 145.1089
091163, ROGER RIVER (WEST), 1964, 1969, -41.0500, 145.0167
091164, LILEAH (BRAEMAR), 1964, 1969, -40.9667, 145.2000
091165, MOLE CREEK (ROLAND VIEW), 1964, 1981, -41.5167, 146.3333
091166, LAUNCESTON (TREVALLYN), 1955, 1995, -41.4247, 147.1114
091167, PERTH (MIDLAND HIGHWAY), 1965, .., -41.5783, 147.1825
091168, GOWRIE PARK, 1964, .., -41.4706, 146.2147
091169, FERNY HILL (GLEN FERN), 1965, 1979, -41.1000, 147.3000
091170, RETREAT (PINE VIEW), 1965, 1980, -41.1500, 147.1667
091171, EAST SASSAFRAS (ELPHIN GROVE), 1965, .., -41.2708, 146.5481
091172, WEYMOUTH, 1965, 1977, -41.0167, 147.1500
091173, TOMAHAWK (CARISBROOKE), 1965, .., -40.9161, 147.7742
091174, WINNALEAH, 1923, 1984, -41.1000, 147.8333
091175, WINNALEAH (BANCA), 1965, 1983, -41.0167, 147.8000
091176, FORESTER (GLENNON), 1965, 1966, -41.0667, 147.6667
091177, LAUNCESTON (EAST), 1966, 1969, -41.4667, 147.1667
091178, CHRISTMAS HILLS, 1965, 1970, -40.9000, 145.0167
091179, LAUNCESTON (RADIO STATION 7EX), 1965, 1972, -41.4500, 147.1500
091180, MARRAWAH (COUTA ROCKS), 1965, 1972, -41.1667, 144.7000
091181, LAUNCESTON (DISTILLERY CREEK), 1951, 2017, -41.4317, 147.2083
091182, PORT LATTA, 1966, 1997, -40.8528, 145.3836
091183, PARKHAM EAST, 1967, 1968, -41.4333, 146.6500
091184, BRANXHOLM (PLEASANT VIEW), 1994, 1996, -41.1628, 147.7225
091185, HAGLEY (FAIRBANK), 1965, .., -41.5514, 146.9011
091186, FORTHSIDE RESEARCH STATION, 1966, .., -41.2039, 146.2650
091187, DELORAINE (GODERICK), 1967, 1983, -41.5167, 146.6333
091188, PATERSONIA NORTH, 1968, 1973, -41.3000, 147.3000
091189, PENGUIN (IRONCLIFFE ROAD), 1968, 2011, -41.1344, 146.0617
091190, HOLWELL, 1968, 1974, -41.2833, 146.7833
091191, PALOONA (HEC PUMPING STATION), 1963, 1971, -41.2667, 146.2500
091192, SYMMONS PLAINS (SOUTH ESK RIVER), 1968, 2012, -41.6365, 147.2646
091193, GEORGE TOWN, 1968, 1978, -41.1167, 146.8333
091194, MOUNT VICTORIA (UNA PLAIN), 1957, .., -41.3456, 147.8036
091195, MOLTEMA (CRAYTHORNE), 1927, 1981, -41.4500, 146.5167
091196, ROWELLA, 1966, 1990, -41.1794, 146.9167
091197, MUSSELBORO (ELVERTON), 1951, .., -41.4864, 147.4386
091198, MOUNT BARROW (SOUTH BARROW), 1967, .., -41.3917, 147.4242
091199, MOUNT BARROW (HEC NO 1), 1957, 1967, -41.3833, 147.4167
091200, MUSSELBORO (VIEW BANKS), 1966, 1973, -41.4500, 147.4333
091201, SMITHTON (UPPER HAVELOCK STREET), 1999, .., -40.8453, 145.1231
091202, NUNAMARA (ST PATRICKS RIVER), 1948, 1994, -41.3847, 147.3203
091203, EVANDALE (PLEASANT BANKS), 1907, 1929, -41.6000, 147.2333
091204, ROGER RIVER ESTATE, 1969, 1977, -41.0333, 145.0333
091205, CARRICK, 1955, 1988, -41.5333, 147.0000
091206, MARRAWAH (GREENE), 1969, 1971, -40.9333, 144.7000
091207, LONGFORD (SOUTH ESK RIVER), 1937, .., -41.5886, 147.1233
091208, TOGARI (RENISON ROAD), 1965, 2008, -40.9147, 144.8681
091209, MONTAGU SWAMP (16 MILE CAMP), 1951, 1954, -40.9667, 144.9000
091210, KIMBERLEY (ARMISTEAD), 1916, 1928, -41.4167, 146.4667
091211, DELORAINE EAST, 1970, 1980, -41.5333, 146.6500
091212, PREDLINNA (MAWEENA), 1925, 1926, -41.1500, 145.7000
091213, PENGUIN (MANN), 1970, 1988, -41.1000, 146.0500
091214, FLOWERDALE, 1904, 1911, -40.9667, 145.7000
091215, POWRANNA (ESKDALE), 1921, 1924, -41.7000, 147.2833
091216, KAROOLA, 1900, 1922, -41.2833, 147.1667
091217, CHRISTMAS HILLS (NO 2), 1971, 1991, -40.9650, 144.9475
091218, LAUNCESTON (ELPHIN), 1971, 1980, -41.4500, 147.1667
091219, SCOTTSDALE (WEST MINSTONE ROAD), 1971, .., -41.1708, 147.4883
091220, DELORAINE (BOWERBANK), 1949, 1970, -41.5167, 146.7000
091221, WOOLMOOR (MACQUARIE RIVER), 1971, 2010, -41.7239, 147.1406
091222, BREADALBANE (MARCHINGTON), 1971, 1999, -41.5103, 147.1900
091223, MARRAWAH, 1971, .., -40.9089, 144.7094
091224, SMITHTON AERODROME, 1961, 1962, -40.8333, 145.0833
091225, BURNS CREEK (JANEFIELD), 1972, .., -41.4761, 147.4917
091226, BRANXHOLM (RINGAROOMA RIVER), 1973, .., -41.1692, 147.7383
091227, DELORAINE RAILWAY BRIDGE (MEANDER RIVER), 1956, .., -41.5267, 146.6583
091228, FORESTER, 1974, 1974, -41.0833, 147.6833
091229, POINT SORRELL, 1892, 1909, -41.1336, 146.5400
091230, ANAMANA, 1920, 1926, -41.6000, 147.4667
091231, PELERINE (NEWINGTON PARK), 1909, 1917, -40.9167, 145.1000
091232, DEVONPORT EAST, 1975, 1992, -41.1800, 146.3817
091233, TONGANAH (CLAY MINE), 1975, 2000, -41.1919, 147.5897
091234, NATONE, 1976, 1986, -41.2000, 145.9167
091235, BACK CREEK, 1977, 1984, -41.0333, 147.1167
091236, WESTBURY (BIRRALEE ROAD), 1978, .., -41.5128, 146.8303
091237, LAUNCESTON (TI TREE BEND), 1980, .., -41.4194, 147.1219
091238, LEBRINA, 1980, 2011, -41.1853, 147.2233
091239, ROSEVALE, 1980, 2006, -41.4039, 146.9258
091240, GUNNS PLAINS, 1980, 1985, -41.3000, 145.9833
091241, MAWBANNA (HARBY HILLS), 1981, .., -40.9733, 145.3742
091242, NABOWLA (DUNBARTON), 1982, 1993, -41.1517, 147.3617
091243, STANLEY (THE NECK), 1982, 1988, -40.8000, 145.2667
091244, MONTANA (HUNTLEY), 1984, 1987, -41.5833, 146.6000
091245, CAPE GRIM BAPS (COMPARISON), 1985, 2023, -40.6828, 144.6900
091246, SCOTTSDALE (FORESTRY), 1979, 2002, -41.1608, 147.5156
091247, NILE (COX STREET), 1986, 2012, -41.6456, 147.3294
091248, LAKE GAIRDNER DAM, 1971, 1991, -41.4722, 146.0719
091249, STANLEY (MARINE ESPLANADE), 1999, 2015, -40.7636, 145.2908
091250, LILYDALE (HOLLYBANK), 1986, 1988, -41.3167, 147.2000
091251, LAKE BARRINGTON, 1986, 1987, -41.4167, 146.1833
091252, HADSPEN, 1988, 1989, -41.5167, 147.0667
091253, PIPERS BROOK (PIPERS BROOK ROAD), 1988, 2002, -41.0750, 147.1844
091254, WEELATY, 1988, 1997, -41.2517, 147.4600
091255, DEVIOT JETTY, 1988, .., -41.2339, 146.9294
091256, EUGENANA (TASMANIAN ARBORETUM), 1988, 2002, -41.2308, 146.3000
091257, TRENAH (WATTLE BANKS), 1989, 1999, -41.3175, 147.6989
091258, LATROBE BRIDGE, 1989, 1999, -41.2367, 146.4017
091259, LUNCHEON HILL (FORESTRY), 1989, .., -41.1492, 145.1517
091260, STRATHBRIDGE (MEANDER RIVER), 1985, .., -41.4883, 146.9047
091261, ARTHUR RIVER PARK, 1989, 1993, -41.0906, 144.9664
091262, BELL BAY (TEMCO), 1990, .., -41.1333, 146.8461
091263, CORRA LINN (NORTH ESK RIVER), 1990, .., -41.4889, 147.2326
091264, TARGA (CAMDEN ROAD), 1990, 1997, -41.3108, 147.3967
091265, PENGUIN (MOUNT GNOMON), 2009, 2012, -41.1664, 146.0239
091266, KIMBERLEY (MERSEY RIVER), 1990, .., -41.3972, 146.4953
091267, MEANDER (MEANDER RIVER), 1990, .., -41.6494, 146.6154
091268, BEAUTY POINT (FLINDERS STREET), 1991, 2013, -41.1650, 146.8217
091269, POWRANNA (TASMANIA FEEDLOT), 1991, 2008, -41.6839, 147.2831
091270, DIDDLEUM (SOWTERS ROAD), 1992, .., -41.2994, 147.4950
091271, NUNAMARA OFFTAKE (ST PATRICKS RIVER), 1992, .., -41.3959, 147.3006
091272, WEYMOUTH (TAM O'SHANTER), 1993, .., -41.0161, 147.1061
091273, NORTH MOTTON (LEVEN HILL), 1993, 2018, -41.2281, 146.1069
091274, NABOWLA (CHARIS), 1993, 2007, -41.1719, 147.3686
091275, LEGANA (UNA VILLAS), 1993, 2015, -41.3667, 147.0431
091276, BLACKWOOD CREEK (RARE PLANT NURSERY), 1993, 1999, -41.7508, 146.8822
091277, GLENGARRY (ROSELEIGH), 1993, 2009, -41.3436, 146.8644
091278, DELORAINE (REEDY MARSH), 1993, 2020, -41.4656, 146.6703
091279, LATROBE BRIDGE (MERSEY RIVER), 1994, .., -41.2348, 146.4035
091280, HOBLERS BRIDGE (NORTH ESK RIVER), 1994, .., -41.4392, 147.1708
091281, RAILTON (REDWATER CREEK), 1994, 2002, -41.3469, 146.4225
091282, BRANXHOLM (LEVENE), 1996, 2018, -41.1856, 147.7261
091283, KAROOLA (LOWER TURNERS MARSH), 1994, 2005, -41.2292, 147.1225
091284, BRIDPORT (SEA VIEW VILLAS), 1994, 2018, -41.0025, 147.3869
091285, HAMPSHIRE (GUILDFORD ROAD), 1994, 1995, -41.2803, 145.7603
091286, GEORGE TOWN (SOUTH STREET), 1995, .., -41.1208, 146.8275
091287, WEST TAKONE (PINNERS ROAD), 1995, .., -41.1806, 145.5783
091288, QUAMBY BLUFF, 1995, .., -41.6706, 146.7278
091289, DERBY (CHURCH STREET), 1995, 2013, -41.1508, 147.8006
091290, GOLDEN VALLEY (BRODIES ROAD), 1995, .., -41.6308, 146.7000
091291, SHEFFIELD SCHOOL FARM, 1996, .., -41.3890, 146.3173
091292, SMITHTON AERODROME, 1996, .., -40.8347, 145.0847
091293, LOW HEAD, 1997, .., -41.0547, 146.7874
091294, CAVESIDE (PARMEENER), 1995, 2007, -41.6178, 146.4431
091295, KINDRED (CLERKE PLAINS ROAD), 1996, 1999, -41.2450, 146.1925
091296, GUNNS PLAINS (LOWANA), 1996, 1998, -41.2903, 145.9758
091297, OLDINA (LOCKETTS ROAD), 1996, 1998, -41.0728, 145.6836
091298, TEWKESBURY (ST MARYS PLAINS), 1996, 2003, -41.2200, 145.7133
091299, WOODLEA NURSERY, 1996, .., -41.2431, 147.4436
091300, NEW RIVER (NEW RIVER ROAD), 1996, .., -41.2658, 147.8072
091301, NUNAMARA (HUNTING GROUND ROAD), 1997, 1998, -41.4089, 147.2914
091302, DIDDLEUM (ST PATRICKS RIVER), 1997, 2001, -41.3181, 147.4636
091303, WESTWOOD BRIDGE (MEANDER RIVER), 1997, .., -41.5206, 147.0339
091304, LOWER RIDGLEY (MOOREVILLE ROAD), 1998, .., -41.1144, 145.8588
091305, TARGA (MOUNTAIN VIEWS), 1997, .., -41.3144, 147.3803
091306, CRESSY RESEARCH STATION, 1999, 2022, -41.7256, 147.0794
091307, LEMANA (WOODLANDS), 1998, .., -41.5400, 146.6200
091308, TRENAH (GUM FLAT ROAD), 1998, .., -41.3189, 147.7047
091309, TULENDEENA (KAPAI ROAD), 1998, 1999, -41.1736, 147.6622
091310, TELITA (KANARA NEIKA), 1999, 2014, -41.1219, 147.7672
091311, LAUNCESTON AIRPORT, 2004, .., -41.5476, 147.2156
091312, ERRIBA (JUBB ROAD), 2000, .., -41.4406, 146.1228
091313, ABERDEEN (MELROSE ROAD), 2000, 2020, -41.2478, 146.3339
091314, RIVERSIDE (BELAIR), 2000, 2002, -41.4233, 147.0775
091315, HADSPEN, 2000, .., -41.5157, 147.0512
091316, MOWBRAY GOLF COURSE, 2000, 2016, -41.3994, 147.1347
091317, RELBIA (JOSEF CHROMY WINES), 2000, .., -41.5136, 147.2028
091318, MOUNT LESLIE, 2000, 2018, -41.4725, 147.1017
091319, WEST PINE, 1993, 2018, -41.1142, 146.0083
091320, BRIDESTOWE LAVENDER ESTATE, 2001, .., -41.1297, 147.3419
091321, LOONGANA (SERENDIPITY), 1984, .., -41.3961, 145.9342
091322, GOWRIE PARK (O'NEILLS ROAD), 2001, .., -41.4731, 146.2269
091323, PREOLENNA, 2001, 2015, -41.0953, 145.5453
091324, SWAN BAY, 2002, 2018, -41.2858, 147.0192
091325, HUMMOCKY HILLS, 2001, .., -41.7292, 147.2358
